-44,-28,-19,-14,-10,-7,-4,-3,-1,-0,1,1,2,2,2,2,2,2,2,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-13,-14,-15,-17,-19,-20,-22,-24,-26,-28,-31,-33,-36,-38,-41,-45,-48,-52,-56,-60,-65,-71,-77,-85,-93,-104,-118,-137,-171
-47,-30,-21,-15,-11,-8,-6,-4,-2,-1,-0,1,1,2,2,2,2,2,2,2,1,1,1,-0,-1,-1,-2,-3,-3,-4,-5,-6,-7,-8,-10,-11,-12,-14,-15,-17,-18,-20,-22,-24,-26,-28,-30,-33,-36,-39,-42,-45,-49,-53,-57,-62,-67,-73,-81,-89,-100,-113,-132,-165
-50,-33,-23,-17,-13,-9,-7,-5,-3,-2,-1,0,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-3,-3,-4,-5,-6,-7,-8,-9,-11,-12,-13,-15,-16,-18,-20,-22,-24,-26,-28,-30,-33,-36,-39,-42,-46,-49,-54,-58,-64,-70,-77,-85,-95,-109,-127,-160
-54,-35,-26,-19,-14,-11,-8,-6,-4,-3,-1,-1,0,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-2,-3,-4,-5,-6,-7,-8,-9,-10,-12,-13,-15,-16,-18,-20,-22,-24,-26,-28,-31,-33,-36,-39,-43,-46,-51,-55,-60,-66,-73,-81,-91,-104,-123,-154
-57,-38,-28,-21,-16,-12,-10,-7,-5,-4,-2,-1,-0,0,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-2,-3,-4,-5,-6,-7,-8,-9,-10,-12,-13,-15,-16,-18,-20,-22,-24,-26,-28,-31,-34,-37,-40,-44,-48,-52,-57,-63,-70,-78,-87,-100,-118,-149
-60,-41,-30,-23,-18,-14,-11,-8,-6,-5,-3,-2,-1,-0,0,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-2,-3,-4,-5,-6,-7,-8,-9,-10,-12,-13,-15,-16,-18,-20,-22,-24,-26,-29,-31,-34,-37,-41,-45,-49,-54,-60,-66,-74,-84,-96,-114,-144
-63,-43,-32,-25,-20,-16,-12,-10,-8,-6,-4,-3,-2,-1,-0,0,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-12,-13,-15,-16,-18,-20,-22,-24,-27,-29,-32,-35,-38,-42,-46,-51,-57,-63,-71,-80,-92,-110,-140
-66,-46,-35,-27,-22,-17,-14,-11,-9,-7,-5,-4,-3,-2,-1,-0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-12,-13,-15,-16,-18,-20,-22,-25,-27,-30,-33,-36,-40,-44,-48,-54,-60,-67,-77,-89,-106,-135
-69,-48,-37,-29,-24,-19,-16,-13,-10,-8,-6,-5,-4,-2,-1,-1,-0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-5,-7,-8,-9,-10,-12,-13,-15,-16,-18,-20,-23,-25,-28,-31,-34,-37,-41,-46,-51,-57,-64,-73,-85,-102,-131
-72,-51,-39,-31,-25,-21,-17,-14,-11,-9,-7,-6,-4,-3,-2,-1,-1,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-5,-7,-8,-9,-10,-12,-13,-15,-17,-19,-21,-23,-26,-28,-32,-35,-39,-43,-48,-54,-61,-70,-82,-98,-127
-76,-54,-42,-34,-27,-23,-19,-16,-13,-11,-9,-7,-5,-4,-3,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-5,-7,-8,-9,-10,-12,-13,-15,-17,-19,-21,-24,-26,-29,-33,-37,-41,-46,-51,-58,-67,-78,-94,-122
-79,-57,-44,-36,-30,-25,-21,-17,-14,-12,-10,-8,-6,-5,-4,-3,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-12,-14,-15,-17,-20,-22,-25,-27,-31,-34,-38,-43,-49,-56,-64,-75,-91,-118
-82,-60,-47,-38,-32,-26,-22,-19,-16,-13,-11,-9,-8,-6,-5,-4,-3,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-9,-11,-12,-14,-16,-18,-20,-23,-25,-29,-32,-36,-41,-46,-53,-61,-72,-87,-114
-86,-62,-49,-40,-34,-28,-24,-20,-17,-15,-12,-10,-9,-7,-6,-5,-3,-3,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-9,-11,-13,-14,-16,-19,-21,-24,-27,-30,-34,-38,-44,-50,-58,-69,-84,-111
-89,-65,-52,-43,-36,-30,-26,-22,-19,-16,-14,-12,-10,-8,-7,-6,-4,-3,-2,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-10,-11,-13,-15,-17,-19,-22,-25,-28,-32,-36,-41,-48,-56,-66,-81,-107
-92,-68,-55,-45,-38,-33,-28,-24,-21,-18,-15,-13,-11,-9,-8,-7,-5,-4,-3,-2,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-10,-12,-13,-15,-18,-20,-23,-26,-30,-34,-39,-45,-53,-63,-77,-103
-96,-71,-57,-48,-40,-35,-30,-26,-22,-19,-17,-15,-13,-11,-9,-8,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-7,-9,-10,-12,-14,-16,-18,-21,-24,-28,-32,-37,-43,-50,-60,-74,-100
-100,-74,-60,-50,-43,-37,-32,-28,-24,-21,-18,-16,-14,-12,-10,-9,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-1,-2,-3,-4,-5,-6,-8,-9,-11,-13,-15,-17,-19,-22,-26,-30,-35,-40,-48,-57,-71,-96
-103,-77,-63,-53,-45,-39,-34,-30,-26,-23,-20,-18,-15,-13,-12,-10,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-2,-3,-4,-5,-7,-8,-9,-11,-13,-15,-18,-21,-24,-28,-33,-38,-45,-55,-68,-92
-107,-81,-66,-56,-48,-41,-36,-32,-28,-25,-22,-19,-17,-15,-13,-11,-10,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-2,-3,-4,-6,-7,-8,-10,-12,-14,-16,-19,-22,-26,-30,-36,-43,-52,-65,-89
-111,-84,-69,-58,-50,-44,-38,-34,-30,-27,-24,-21,-19,-16,-14,-13,-11,-9,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-3,-3,-5,-6,-7,-9,-10,-12,-15,-17,-20,-24,-28,-34,-40,-49,-62,-86
-114,-87,-72,-61,-53,-46,-41,-36,-32,-29,-25,-23,-20,-18,-16,-14,-12,-11,-9,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-3,-4,-5,-6,-8,-9,-11,-13,-16,-19,-22,-26,-32,-38,-47,-60,-82
-118,-91,-75,-64,-56,-49,-43,-38,-34,-31,-27,-25,-22,-20,-17,-15,-14,-12,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-3,-4,-5,-6,-8,-10,-12,-14,-17,-21,-25,-30,-36,-44,-57,-79
-122,-94,-78,-67,-58,-51,-46,-41,-37,-33,-29,-26,-24,-21,-19,-17,-15,-13,-12,-10,-9,-8,-7,-5,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-0,-1,-2,-3,-4,-5,-7,-9,-11,-13,-16,-19,-23,-27,-34,-42,-54,-76
-127,-98,-82,-70,-61,-54,-48,-43,-39,-35,-32,-28,-26,-23,-21,-19,-17,-15,-13,-12,-10,-9,-8,-7,-5,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0,-1,-1,-2,-3,-4,-6,-7,-9,-11,-14,-17,-21,-25,-31,-39,-51,-72
-131,-102,-85,-73,-64,-57,-51,-46,-41,-37,-34,-31,-28,-25,-23,-20,-18,-16,-15,-13,-12,-10,-9,-8,-7,-5,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,-0,-1,-1,-2,-4,-5,-6,-8,-10,-13,-16,-19,-24,-29,-37,-48,-69
-135,-106,-89,-77,-67,-60,-54,-48,-44,-40,-36,-33,-30,-27,-25,-22,-20,-18,-16,-15,-13,-12,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,-0,-1,-2,-3,-4,-5,-7,-9,-11,-14,-17,-22,-27,-35,-46,-66
-140,-110,-92,-80,-71,-63,-57,-51,-46,-42,-38,-35,-32,-29,-27,-24,-22,-20,-18,-16,-15,-13,-12,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,0,-0,-1,-2,-3,-4,-6,-8,-10,-12,-16,-20,-25,-32,-43,-63
-144,-114,-96,-84,-74,-66,-60,-54,-49,-45,-41,-37,-34,-31,-29,-26,-24,-22,-20,-18,-16,-15,-13,-12,-10,-9,-8,-7,-6,-5,-4,-3,-2,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,0,-0,-1,-2,-3,-5,-6,-8,-11,-14,-18,-23,-30,-41,-60
-149,-118,-100,-87,-78,-70,-63,-57,-52,-48,-44,-40,-37,-34,-31,-28,-26,-24,-22,-20,-18,-16,-15,-13,-12,-10,-9,-8,-7,-6,-5,-4,-3,-2,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,0,-0,-1,-2,-4,-5,-7,-10,-12,-16,-21,-28,-38,-57
-154,-123,-104,-91,-81,-73,-66,-60,-55,-51,-46,-43,-39,-36,-33,-31,-28,-26,-24,-22,-20,-18,-16,-15,-13,-12,-10,-9,-8,-7,-6,-5,-4,-3,-2,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,0,-1,-1,-3,-4,-6,-8,-11,-14,-19,-26,-35,-54
-160,-127,-109,-95,-85,-77,-70,-64,-58,-54,-49,-46,-42,-39,-36,-33,-30,-28,-26,-24,-22,-20,-18,-16,-15,-13,-12,-11,-9,-8,-7,-6,-5,-4,-3,-3,-2,-1,-0,0,1,1,1,2,2,2,2,2,2,2,1,1,0,-1,-2,-3,-5,-7,-9,-13,-17,-23,-33,-50
-165,-132,-113,-100,-89,-81,-73,-67,-62,-57,-53,-49,-45,-42,-39,-36,-33,-30,-28,-26,-24,-22,-20,-18,-17,-15,-14,-12,-11,-10,-8,-7,-6,-5,-4,-3,-3,-2,-1,-1,-0,1,1,1,2,2,2,2,2,2,2,1,1,-0,-1,-2,-4,-6,-8,-11,-15,-21,-30,-47
-171,-137,-118,-104,-93,-85,-77,-71,-65,-60,-56,-52,-48,-45,-41,-38,-36,-33,-31,-28,-26,-24,-22,-20,-19,-17,-15,-14,-13,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,2,2,2,2,2,2,2,1,1,-0,-1,-3,-4,-7,-10,-14,-19,-28,-44
-177,-143,-123,-109,-98,-89,-81,-75,-69,-64,-59,-55,-51,-48,-44,-41,-39,-36,-33,-31,-29,-27,-25,-23,-21,-19,-17,-16,-14,-13,-12,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,-1,-0,0,1,1,2,2,2,2,2,2,2,1,1,-0,-2,-3,-5,-8,-12,-17,-25,-41
-183,-149,-128,-114,-103,-94,-86,-79,-73,-68,-63,-59,-55,-51,-48,-45,-42,-39,-36,-34,-31,-29,-27,-25,-23,-21,-20,-18,-16,-15,-13,-12,-11,-9,-8,-7,-6,-5,-4,-3,-2,-2,-1,-0,0,1,1,2,2,2,2,2,2,2,1,0,-1,-2,-4,-6,-10,-15,-23,-38
-190,-155,-134,-119,-108,-98,-91,-84,-78,-72,-67,-63,-59,-55,-51,-48,-45,-42,-39,-37,-34,-32,-30,-28,-26,-24,-22,-20,-19,-17,-15,-14,-13,-11,-10,-9,-8,-6,-5,-4,-4,-3,-2,-1,-0,0,1,1,2,2,2,2,2,2,2,1,0,-1,-3,-5,-8,-13,-20,-35
-197,-161,-140,-125,-113,-104,-96,-88,-82,-77,-72,-67,-63,-59,-55,-52,-49,-46,-43,-40,-37,-35,-33,-31,-28,-26,-25,-23,-21,-19,-18,-16,-15,-13,-12,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,-1,0,1,1,2,2,2,2,2,2,2,1,-0,-2,-4,-7,-11,-18,-32
-205,-168,-147,-131,-119,-109,-101,-94,-87,-82,-76,-72,-67,-63,-59,-56,-53,-49,-46,-44,-41,-38,-36,-34,-32,-29,-27,-25,-24,-22,-20,-18,-17,-15,-14,-12,-11,-10,-9,-7,-6,-5,-4,-3,-2,-1,-1,-0,1,1,2,2,2,2,2,2,2,1,-0,-2,-5,-9,-15,-28
-214,-176,-154,-138,-126,-116,-107,-100,-93,-87,-82,-77,-72,-68,-64,-60,-57,-54,-51,-48,-45,-42,-40,-37,-35,-33,-31,-29,-27,-25,-23,-21,-19,-18,-16,-15,-13,-12,-11,-9,-8,-7,-6,-5,-4,-3,-2,-1,-0,1,1,2,2,2,2,2,2,1,0,-1,-3,-7,-13,-25
-223,-184,-162,-146,-133,-122,-114,-106,-99,-93,-87,-82,-78,-73,-69,-65,-62,-58,-55,-52,-49,-46,-44,-41,-39,-37,-34,-32,-30,-28,-26,-24,-22,-21,-19,-17,-16,-14,-13,-11,-10,-9,-8,-6,-5,-4,-3,-2,-1,-0,0,1,2,2,2,2,2,2,1,0,-2,-5,-11,-22
-233,-194,-170,-154,-141,-130,-121,-113,-106,-100,-94,-88,-84,-79,-75,-71,-67,-64,-60,-57,-54,-51,-48,-46,-43,-41,-38,-36,-34,-32,-30,-28,-26,-24,-22,-20,-19,-17,-16,-14,-13,-11,-10,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,2,2,3,2,2,1,-0,-3,-8,-19
-244,-204,-180,-163,-150,-138,-129,-121,-114,-107,-101,-96,-91,-86,-81,-77,-73,-70,-66,-63,-60,-57,-54,-51,-48,-46,-43,-41,-38,-36,-34,-32,-30,-28,-26,-24,-22,-21,-19,-17,-16,-14,-12,-11,-10,-8,-7,-6,-4,-3,-2,-1,-0,1,1,2,2,3,3,2,1,-1,-6,-15
-257,-216,-191,-173,-160,-148,-138,-130,-122,-116,-109,-104,-98,-94,-89,-85,-81,-77,-73,-70,-66,-63,-60,-57,-54,-51,-49,-46,-44,-41,-39,-37,-35,-33,-30,-28,-26,-25,-23,-21,-19,-17,-16,-14,-12,-11,-9,-8,-7,-5,-4,-3,-2,-0,0,1,2,3,3,3,2,0,-3,-12
-272,-229,-204,-186,-171,-160,-150,-141,-133,-126,-119,-113,-108,-103,-98,-93,-89,-85,-81,-78,-74,-71,-67,-64,-61,-58,-56,-53,-50,-48,-45,-43,-40,-38,-36,-34,-32,-30,-27,-25,-24,-22,-20,-18,-16,-14,-13,-11,-10,-8,-6,-5,-4,-2,-1,0,1,2,3,3,3,2,-1,-8
-290,-246,-220,-201,-186,-173,-163,-154,-146,-138,-131,-125,-119,-114,-109,-104,-100,-95,-91,-87,-84,-80,-77,-73,-70,-67,-64,-61,-58,-56,-53,-50,-48,-45,-43,-40,-38,-36,-34,-31,-29,-27,-25,-23,-21,-19,-17,-15,-14,-12,-10,-8,-7,-5,-3,-2,-0,1,2,3,3,3,1,-5
-312,-267,-239,-220,-204,-191,-180,-170,-162,-154,-147,-140,-134,-128,-123,-118,-113,-109,-104,-100,-96,-92,-89,-85,-82,-78,-75,-72,-69,-66,-63,-60,-57,-55,-52,-49,-47,-44,-42,-39,-37,-35,-32,-30,-28,-26,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-1,0,2,3,3,3,-1
-344,-296,-267,-246,-229,-216,-204,-194,-184,-176,-168,-161,-155,-149,-143,-137,-132,-127,-123,-118,-114,-110,-106,-102,-98,-94,-91,-87,-84,-81,-77,-74,-71,-68,-65,-62,-60,-57,-54,-51,-48,-46,-43,-41,-38,-35,-33,-30,-28,-25,-23,-20,-18,-15,-13,-11,-8,-6,-3,-1,1,3,4,2
-395,-344,-312,-290,-272,-257,-244,-233,-223,-214,-205,-197,-190,-183,-177,-171,-165,-160,-154,-149,-144,-140,-135,-131,-127,-122,-118,-114,-111,-107,-103,-100,-96,-92,-89,-86,-82,-79,-76,-72,-69,-66,-63,-60,-57,-54,-50,-47,-44,-41,-38,-35,-32,-28,-25,-22,-19,-15,-12,-8,-5,-1,2,4
